Artist,Album,# Items,Total Time
Gnarls Barkley,Crazy - Single,1,2:58
Gnarls Barkley,The Odd Couple,13,39:13:00
Gnarls Barkley,St. Elsewhere,14,37:29:00
GoldLink,At What Cost,14,47:35:00
GoldLink,HARAM!,15,36:55:00
GoldLink,Sober Thoughts - Single,1,3:20
GoldLink,Unique (Louis Futon Remix) [feat. Anderson .Pa…,1,4:15
Good Charlotte,Cardiology,15,46:53:00
Good Charlotte,The Chronicles Of Life And Death,15,1:00:10
Good Charlotte,Good Charlotte,15,47:44:00
Good Charlotte,Good Morning Revival,14,47:48:00
Good Charlotte,The Young and the Hopeless,14,45:49:00
Gorillaz,Demon Days,15,49:20:00
Gorillaz,The Fall,15,42:11:00
Gorillaz,Gorillaz,15,1:01:54
Gorillaz,The Pink Phantom (feat. Elton John and 6LACK)…,1,4:13
Gorillaz,Plastic Beach,18,1:01:20
Green Day,Demolicious,18,1:02:48
Green Day,Dookie,15,38:22:00
Green Day,Dreaming - Single,1,3:07
Green Day,Father of All...,10,26:18:00
Green Day,Here Comes the Shock - Single,1,2:34
Green Day,Insomniac,14,32:54:00
Green Day,Nimrod,18,49:11:00
Green Day,Warning,12,41:09:00
Green Day,21st Century Breakdown (Deluxe Version),20,1:19:59
Greta Van Fleet,The Battle at Garden’s Gate,12,1:03:39
Grimes,Art Angels,14,49:43:00
Grimes,Darkbloom,9,36:28:00
Artist,Album,# Items,Total Time
Grimes,Geidi Primes,11,31:11:00
Grimes,Halfaxa,16,56:23:00
Grimes,Visions,14,51:01:00
Grimes,We Appreciate Power (feat. HANA) - Single,1,5:35
Grouplove,Ways To Go (Captain Cuts Remix) - Single,1,4:00
GTA,"DTG, Vol. 1",7,28:27:00
GTA,"DTG, Vol. 2 - EP",4,15:44
Guapdad 4000 & !llmind,1176 (Deluxe Edition),20,59:20:00
Gucci Mane,Brick Factory 3,13,51:07:00
Gucci Mane,Brick Factory Vol 1,15,52:53:00
Gucci Mane,Delusions of Grandeur,18,58:02:00
Gucci Mane,East Atlanta Santa,15,48:00:00
Gucci Mane,Ferrari Boyz (Deluxe Edition),15,1:01:09
Gucci Mane,Freaky Gurl (Remix) (feat. Ludacris & Lil' Kim) -…,1,4:42
Gucci Mane,Ice Daddy,17,51:13:00
Gucci Mane,Icy (feat. Young Jeezy) (Remix) - Single,1,4:17
Gucci Mane,King Gucci,10,32:59:00
Gucci Mane,Say a Prayer (feat. Rich Homie Quan) - Single,1,4:06
Gucci Mane,Speed Bumps - Single,1,3:32
Gucci Mane,The State Vs. Radric Davis: The Caged Bird Sings,17,1:02:38
Gucci Mane,Trap God 3,17,53:48:00
Gucci Mane,Trap House 5 (The Final Chapter),14,49:40:00
Gunna,Drip Or Drown,7,20:11
Gunna,Drip or Drown 2,16,48:15:00
Gunna,Drip Season,10,35:20:00
Gunna,Drip Season 2,16,50:42:00
Gunna,Drip Season 3,17,52:02:00
Gunna,WUNNA (Deluxe),26,1:12:40
Gunplay,Betdat (feat. Pusha T) - Single,1,4:28
Gunplay,Krazy (feat. Young Dro) - Single,1,3:46
Gunplay,Wuzhanindoe (feat. YG) - Single,1,3:08
Gwen Stefani,Baby Don't Lie - Single,1,3:22
Gwen Stefani,Let Me Reintroduce Myself - Single,1,3:12
Artist,Album,# Items,Total Time
Gwen Stefani,Love.Angel.Music.Baby (Deluxe International Ve…,20,1:31:54
Gwen Stefani,Spark The Fire - Single,1,3:19
Gwen Stefani,The Sweet Escape,13,50:09:00
Gwen Stefani,This Is What the Truth Feels Like,12,41:43:00
Gwen Stefani,Used to Love You (MAIZE Remix) - Single,1,3:32
Gwen Stefani,You Make It Feel Like Christmas (Deluxe Edition…,19,57:43:00
Gwen Stefani,4 In The Morning - Single,1,4:51
Gym Class Heroes,As Cruel as School Children,19,1:06:52
Gym Class Heroes,Cupid's Chokehold - Single,1,3:58
Gym Class Heroes,...For The Kids,15,53:00:00
Gym Class Heroes,Greasy Kid Stuff,7,30:33:00
Gym Class Heroes,The Papercut Chronicles,18,57:47:00
Gym Class Heroes,The Papercut Chronicles II,11,43:34:00
Gym Class Heroes,The Quilt,14,58:12:00
Gym Class Heroes,Stereo Hearts (feat. Adam Levine) - Single,1,3:32
H.E.R.,"Change (From the Netflix Series ""We the People…",1,3:08
H.E.R.,Come Through (feat. Chris Brown) - Single,1,3:34
H.E.R.,H.E.R.,21,1:12:01
Hailee Steinfeld,Haiz - EP,4,14:24
Hailee Steinfeld,Half Written Story - EP,5,17:19
Halsey,Alone (Calvin Harris Remix) [feat. Stefflon Don] -…,2,7:38
Halsey,Alone (feat. Big Sean & Stefflon Don) [Remixes]…,2,7:10
Halsey,Bad at Love (Remixes) - EP,5,16:10
Halsey,BADLANDS (Deluxe),16,55:40:00
Halsey,Collabs - EP,6,16:20
Halsey,Complementary Colors (Remixes) - EP,5,22:52
Halsey,Fifty Shades Darker (Original Motion Picture Sou…,1,3:47
Halsey,hopeless fountain kingdom (Deluxe),16,48:51:00
Halsey,Manic,28,1:26:50
Halsey,Nightmare - Single,1,3:52
Halsey,Now Or Never (R3hab Remix) - Single,1,3:05
Halsey,Room 93 - EP,5,16:51
Halsey,Room 93: 1 Mic 1 Take (Single),3,10:38
Artist,Album,# Items,Total Time
Halsey,Room 93: The Remixes,3,10:00
Halsey,11 Minutes (feat. Travis Barker) - Single,1,4:00
Harry Styles,Fine Line,12,46:43:00
Hayley Williams,The Few That Remain - Single,1,3:25
Hayley Williams,Teardrop - Single,1,3:26
Hilary Duff,Breathe In. Breathe Out. (Deluxe Version),14,49:13:00
Hilary Duff,Little Lies - Single,1,3:24
Hilary Duff,Sparks - Single,1,3:06
Hollywood Undead,Day of the Dead (Deluxe Version),16,1:01:41
HOLYCHILD,The Shape of Brat Pop to Come,12,37:15:00
Hot Boy$,Get It How U Live!!,15,1:01:07
Hot Boy$,Guerilla Warfare,17,1:10:20
Hot Boy$,Let 'Em Burn,17,1:01:52
Hotboii,Nobody Special - Single,1,2:50
Houston,It's Already Written,15,48:26:00
"HUNCHO JACK, Travis Scott & Quavo","Huncho Jack, Jack Huncho",13,41:34:00
Hustle Gang,Hustle Gang Presents: G.D.O.D. 2,19,1:25:14
Hyper Crush,Illegalities - Single,1,3:19
I See MONSTAS,Evolution - EP,4,19:55
iann dior,Come Again (feat. iann dior) - Single,1,2:42
iann dior,Droptop (feat. IANN DIOR) - Single,1,2:56
iann dior,Ego (feat. iann dior) - Single,1,2:35
iann dior,emotions - Single,1,2:13
iann dior,First Time - Single,1,2:46
iann dior,First Time (feat. iann dior) [Kayzo Remix] - Single,1,2:46
iann dior,Gone Girl (feat. Trippie Redd) - Single,1,2:17
iann dior,Good Day - Single,1,1:56
iann dior,Graduation,3,8:34
iann dior,Happy Endings (feat. iann dior and UPSAHL) - S…,1,3:33
iann dior,Happy Endings (feat. iann dior and UPSAHL) [sl…,3,10:43
iann dior,Higher (feat. iann dior and GRACEY) [Acoustic] -…,1,3:31
iann dior,Higher (feat. iann dior) [Dimitri Vegas & Like Mik…,1,2:54
iann dior,Higher (feat. iann dior) [Nathan Dawe Remix] - S…,1,2:55
Artist,Album,# Items,Total Time
iann dior,Higher (feat. iann dior) [VIZE Remix] - Single,1,2:32
iann dior,Holding On - Single,1,2:06
iann dior,I'm Gone,9,21:00
iann dior,Industry Plant,15,36:48:00
Iann dior,Lose Somebody - Single,1,2:48
iann dior,Love Is a Drug (feat. Iann Dior) - Single,1,2:11
iann dior,Mood (Lil Ghost Remix) - Single,1,3:17
iann dior,nothings ever good enough,8,19:47
iann dior,Pouring - Single,1,1:52
iann dior,Sick and Tired (feat. Machine Gun Kelly & Travis…,1,2:24
iann dior,Still Here - Single,2,5:01
iann dior,What Is Real - Single,1,2:15
Ice Cube,AmeriKKKa's Most Wanted,24,1:11:06
Ice Cube,Death Certificate,21,1:04:49
Ice Cube,I Am The West,18,54:39:00
Ice Cube,"Laugh Now, Cry Later",22,1:12:51
Ice Cube,Lethal Injection,16,1:15:19
Ice Cube,The Predator,20,1:12:28
Ice Cube,Raw Footage,18,1:10:37
Ice Cube,Sic Them Youngins On 'Em - Single,1,3:22
Ice Cube,War & Peace Vol. 1 (The War Disc),18,1:10:27
Ice Cube,War & Peace Vol. 2 (The Peace Disc),18,1:00:00
Icewear Vezzo,Rich Off Pints,18,42:20:00
Icona Pop,Emergency - Single,3,8:46
Icona Pop,Get Lost - Single,1,2:56
Icona Pop,It's My Party (feat. Ty Dolla $ign) - Single,1,3:46
Iggy Azalea,The End of an Era,14,39:35:00
Iggy Azalea,Fancy (feat. Charli XCX) - Single,1,3:20
Iggy Azalea,Fancy (feat. Charli XCX) [Deluxe Single],2,7:02
Iggy Azalea,Fancy (Remixes) (feat. Charli XCX) - EP,4,15:45
Iggy Azalea,The New Classic (Deluxe Edition),15,51:19:00
Iggy Azalea,Reclassified,12,41:05:00
Iggy Azalea,Team - Single,1,3:29
Artist,Album,# Items,Total Time
Imagine Dragons,Follow You / Cutthroat - Single,1,2:56
Imagine Dragons,I Bet My Life - Single,1,3:13
Imagine Dragons,I Bet My Life (Bastille Remix) - Single,1,3:56
Imagine Dragons,I Bet My Life (Riot Games Remix) - Single,1,3:31
Imagine Dragons,Night Visions,20,1:18:10
Imagine Dragons,Radioactive (feat. Kendrick Lamar) - Single,1,4:36
Imagine Dragons,Roots - Single,1,2:54
Imagine Dragons,Shots (Broiler Remix) - Single,1,3:10
Imagine Dragons,Warriors - Single,1,2:51
In Love With A Ghost,discography (2015),9,23:25
In Love With A Ghost,discography (2016),7,14:43
In Love With A Ghost,healing,10,17:57
In Love With A Ghost,interdimensional portal leading to a cute place ft.…,1,2:29
Internet Money,B4 The Storm (Complete Edition),35,1:39:15
Internet Money,JETSKI - Single,1,2:45
Iyaz,Aurora (Bonus Track Version),13,1:09:39
Iyaz,One Million - Single,1,3:42
Iyaz,Pretty Girls (feat. Travie McCoy) - Single,1,3:44
Iyaz,Replay - Single,1,3:02
Iyaz,Solo - Single,1,3:14
J Balvin,Energía,15,48:50:00
J. Cole,"Forest Hills Drive: Live from Fayetteville, NC",6,31:10:00
J. Cole,KOD,12,42:34:00
J. Cole,The Off-Season,12,39:09:00
J. Cole,2014 Forest Hills Drive,13,1:04:45
Ja Rule,Blood in My Eye,14,45:04:00
Ja Rule,Exodus,18,1:16:54
JA RULE,The Last Temptation,13,54:51:00
Ja Rule,The Mirror,21,1:16:17
Ja Rule,Pain Is Love,16,1:02:14
Ja Rule,Pain Is Love 2,13,43:59:00
Ja Rule,R.U.L.E.,18,1:11:34
Ja Rule,Rule 3:36,16,58:28:00
Artist,Album,# Items,Total Time
Ja Rule,Venni Vetti Vecci,20,1:16:45
Jack Harlow,Thats What They All Say,15,42:37:00
JACKBOYS & Travis Scott,JACKBOYS,7,21:23
Jacquees,19,11,45:21:00
Jadakiss,Ignatius,13,46:37:00
Jadakiss,Kiss of Death,18,1:03:02
Jadakiss,Kiss the Game Goodbye,21,1:16:49
Jadakiss,The Last Kiss,18,1:07:53
Jadakiss,Top 5 Dead or Alive,18,1:01:38
Jaden,SYRE: THE ELECTRIC ALBUM - EP,5,28:17:00
Jagged Edge,A Jagged Love Story,31,2:01:05
Jagged Edge,JE Heartbreak II,14,46:07:00
James Blunt,The Afterlove (Extended Version),13,49:23:00
James Blunt,All The Lost Souls (Deluxe Edition),15,1:00:39
James Blunt,Some Kind Of Trouble (Target US Store),15,48:35:00
Jamie Foxx,Ain't My Fault - Single,1,3:36
Jamie Foxx,Hollywood: A Story of a Dozen Roses (Deluxe V…,18,59:25:00
Jamie Foxx,Party Ain't A Party (feat. 2 Chainz) - Single,1,3:46
Jamie Foxx,You Changed Me (feat. Chris Brown) - Single,1,4:03
Janelle Monáe,Heroes (Pepsi Beats Of The Beautiful Game) - S…,1,3:20
Janelle Monáe,Primetime (Remixes),2,9:35
Janelle Monáe,Pynk (feat. Grimes) - Pre-Single,1,4:03
Jason Derulo,Breathing - Single,1,3:54
Jason Derulo,Everything Is 4,11,38:51:00
Jason Derulo,Naked - Single,1,3:24
Jason Derulo,Talk Dirty,11,37:59:00
Jason Mraz,Yes!,1,4:17
Jauz & Marshmello,Magic - Single,1,4:51
Jay Electronica,Act II: The Patents of Nobility (The Turn),16,52:19:00
Jay Electronica,Exhibit A - Single,2,7:46
Jay Electronica,Exhibit C - EP,3,16:34
Jay Electronica,A Written Testimony,10,39:32:00
Jay Miami,"5 Young N****Z (feat. DaBaby, Megan Thee Stall…",1,4:32
Artist,Album,# Items,Total Time
Jay Rock,Pay For It (feat. Kendrick Lamar & Chantal) - Sin…,1,4:03
Jay Sean,The Mistress II - EP,6,21:53
JAY-Z,American Gangster,15,58:42:00
JAY-Z,The Best of Both Worlds,13,49:00:00
JAY-Z,The Black Album,14,55:35:00
JAY-Z,The Blueprint,15,1:03:22
JAY-Z,The Blueprint 2: The Gift & The Curse,25,1:48:33
JAY-Z,The Blueprint 3 (Deluxe Version),15,1:00:51
JAY-Z,Collision Course,6,21:18
JAY-Z,The Dynasty - Roc La Famila 2000,16,1:06:35
JAY-Z,In My Lifetime Vol. 1,14,58:07:00
JAY-Z,Kingdom Come,14,59:27:00
JAY-Z,Live In Brooklyn,1,3:15
JAY-Z,Magna Carta... Holy Grail,16,59:03:00
JAY-Z,MTV Unplugged: Jay-Z (Live),13,58:21:00
JAY-Z,Reasonable Doubt,15,59:24:00
JAY-Z,Unfinished Business,11,44:38:00
JAY-Z,Vol. 2... Hard Knock Life,14,1:01:44
JAY-Z,Vol. 3: Life and Times of S. Carter,15,1:11:14
JAY-Z,Watch the Throne (Deluxe),16,1:04:49
JAY-Z,4:44,10,36:12:00
Jayo Felony,Crip Hop,19,1:03:41
Jayo Felony,Take A Ride,16,45:07:00
Jayo Felony,Underground,10,33:56:00
Jayo Felony,Whatcha Gonna Do,18,1:05:58
Jeezy,Church in These Streets,19,1:01:54
Jeezy,Church In These Streets - Single,1,3:08
Jeezy,God - Single,1,3:28
Jeezy,Pressure,13,44:38:00
Jeezy,The Recession 2,15,47:53:00
Jeezy,Seen It All (feat. JAY Z) - Single,1,3:28
Jeezy,Sweet Life (feat. Janelle Monáe) - Single,1,3:42
Jennifer Lopez,A.K.A. (Deluxe Edition),14,52:32:00
Artist,Album,# Items,Total Time
Jennifer Lopez,Booty (feat. Pitbull) - Single,1,3:23
Jennifer Lopez,Feelin' So Good (CD Maxi Single) Europe,4,15:26
Jennifer Lopez,I Luh Ya Papi (feat. French Montana) - Single,1,3:27
Jennifer Lopez,If You Had My Love (CD Maxi Single) Europe,4,17:43
Jennifer Lopez,Waiting For Tonight (CD Maxi-Single) Europe,4,17:41
Jeremih,Don't Tell 'Em (feat. YG) - Single,1,4:29
Jeremih,Jeremih,13,52:00:00
Jeremih,Pass Dat - Single,1,2:54
Jeremih,Planes (feat. J. Cole) - Single,1,4:00
Jermaine Dupri,Life In 1472,14,1:00:04
Jermaine Dupri,Pull Up (feat. Ty Dolla $ign & Migos) - Single,1,4:09
Jermaine Dupri,WYA (Where You At?) [feat. Bow Wow] - Single,1,3:02
Jessie J,Bang Bang - Single,1,3:19
Jessie J,Sweet Talker (Deluxe Edition),15,56:02:00
Jim Jones,We Own The Night - EP,6,22:04
Jim Jones,Wit The Sh!t (feat. Trey Songz) - Single,1,4:07
Jodeci,Nobody Wins (feat. B.o.B.) - Single,1,5:03
Jodeci,"The Past, The Present, The Future",12,51:34:00
Joe,Ride Wit U - EP,4,15:37
Joe,Where You At (feat. Papoose) - Single,1,4:16
Joe Budden,Joe Budden,17,1:18:41
Joe Budden,Some Love Lost,7,36:52:00
Joe Moses,Live 4Rom the 5Ive,20,1:00:07
Joey Bada$$,B4.DA.$$,17,1:02:01
John Legend,Under the Stars - Single,1,4:23
John Legend,You & I (Nobody In The World) (R3hab Remix -…,1,3:15
John Mayer,The Search For Everything,12,43:55:00
John Mayer,Sob Rock,1,3:07
JoJo,American Mood - Single,1,4:16
JoJo,The Change - Single,1,3:35
JoJo,December Baby,13,27:34:00
JoJo,#LOVEJO - EP,4,16:22
Mike Jones,Who Is Mike Jones?,15,54:18:00
Artist,Album,# Items,Total Time
Mike Jones,Who Is Mike Jones? (Screwed & Chopped),13,1:02:02
Jorja Smith,Be Right Back,8,25:39:00
Jorja Smith,Project 11 - EP,5,18:18
Joyner Lucas,ADHD,18,1:00:41
Joyner Lucas,Fall Slowly (feat. Ashanti) - Single,1,3:28
Joyner Lucas,Ramen & OJ - Single,1,3:38
Joyner Lucas,Revenge - Single,1,4:29
Joyner Lucas,Will - Single,1,3:22
JPEGMAFIA,All My Heroes Are Cornballs,18,45:17:00
JPEGMAFIA,Black Ben Carson,19,1:14:45
JPEGMAFIA,Communist Slow Jams,25,1:02:09
JPEGMAFIA,EP!,9,26:23:00
JPEGMAFIA,EP2!,7,17:39
JPEGMAFIA,Veteran,19,47:15:00
Juelz Santana,Back To The Crib (feat. Chris Brown) - Single,1,4:25
Juelz Santana,#FREESANTANA,10,35:46:00
Juelz Santana,God Will'n,18,1:06:21
Juelz Santana,Time Ticking - Single,1,4:00
Juice WRLD,Goodbye & Good Riddance (Anniversary Edition),18,51:57:00
Juice WRLD,Legends Never Die,21,55:32:00
Juice WRLD,Reminds Me of You - Single,1,2:38
Juicy J,All I Need (One Mo Drank) [feat. K CAMP] - Single,1,4:20
Juicy J,Bandz A Make Her Dance (Remix) (feat. French…,1,4:35
Juicy J,Bounce It (feat. Wale & Trey Songz) - Single,1,4:23
Juicy J,Chronicles of the Juice Man,14,50:47:00
Juicy J,For Everybody (feat. Wiz Khalifa & R. City) - Single,1,4:29
Juicy J,THE HUSTLE CONTINUES,16,47:26:00
Juicy J,The Hustle Still Continues (Deluxe),25,1:13:35
Juicy J,Hustle Till I Die,20,1:02:40
Juicy J,"Low (feat. Nicki Minaj, Lil' Bibby & Young Thug) -…",1,3:59
Juicy J,No English (feat. Travis Scott) - Single,1,3:37
Juicy J,One Of Those Nights (feat. The Weeknd) - Single,1,4:17
Juicy J,Rubba Band Business,13,41:01:00
Artist,Album,# Items,Total Time
Juicy J,Show Out (feat. Young Jeezy & Big Sean) - Single,1,4:33
Juicy J,Stay Trippy (Deluxe Edition),19,1:13:11
Juicy J,TGOD Mafia: Rude Awakening,16,1:02:43
Junior M.A.F.I.A.,Conspiracy (PA),15,50:18:00
Justin Bieber,Bad Day - Single,1,2:26
Justin Bieber,Changes,17,51:36:00
Justin Bieber,Journals,15,55:13:00
Justin Bieber,Justice (Triple Chucks Deluxe),22,1:05:09
Justin Bieber,PYD (feat. R. Kelly) - Single,1,5:18
Justin Bieber,What Do You Mean? - Single,1,3:28
Justin Bieber,Work From Home - EP,5,13:41
Justin Timberlake,I'm Lovin' It - Single,1,3:38
Justin Timberlake,Justified,13,1:03:21
Justin Timberlake,Not A Bad Thing - Single,1,4:26
Juvenile,Beast Mode,11,38:34:00
Juvenile,Being Myself,10,36:37:00
Juvenile,Cocky & Confident,19,1:12:36
Juvenile,The Fundamentals,10,34:17:00
Juvenile,Juve the Great,17,1:02:00
Juvenile,Pay Tha Rent (feat. Young Jeezy & Yo Gotti) - Si…,1,4:14
Juvenile,Playaz Of Da Game,12,50:05:00
Juvenile,Project English,16,1:11:00
Juvenile,Reality Check,19,1:12:01
Juvenile,Rejuvenation,14,50:51:00
Juvenile,Solja Rags,14,57:38:00
Juvenile,Tha G-Code,16,1:10:36
Juvenile,400 Degreez,18,1:12:27
JVZEL,Bro Af - Single,1,1:43
JVZEL,The Coast (feat. JVZEL) - Single,1,3:34
JVZEL,Fuck It All Up (feat. JVZEL) - Single,1,3:46
JVZEL,Handle Me - Single,1,4:02
JVZEL,It Ain't You - Single,1,3:01
JVZEL,Petty Af - Single,1,3:10
Artist,Album,# Items,Total Time
JVZEL,So LA - Single,1,2:57
JVZEL,Surrounded - Single,1,3:34
JVZEL,SwitchonU - Single,1,2:52
JVZEL,Tired Af - Single,1,3:23
JVZEL,Wild Af - Single,1,2:46
jxdn,Better Off Dead - Single,1,2:36
jxdn,drivers license - Single,1,3:58
jxdn,So What! - Single,1,2:21
K CAMP,Cut Her Off (feat. 2 Chainz) - Single,1,4:04
K CAMP,Lil Bit - Single,1,3:59
K CAMP,Turn Up For A Check (feat. Yo Gotti) - Single,1,3:32
Kacey Musgraves,Same Trailer Different Park,12,40:15:00
Kane Brown,Experiment,12,39:22:00
Kane Brown,"Mixtape, Vol. 1 - EP",7,22:14
Kanye West,"All Day (feat. Theophilus London, Allan Kingdom…",1,5:11
Kanye West,All Falls Down - Single,1,3:41
Kanye West,Champions - Single,1,5:34
Kanye West,The College Dropout,21,1:16:23
Kanye West,Donda,27,1:48:59
Kanye West,Graduation,15,1:03:33
Kanye West,Jesus is King,11,27:04:00
Kanye West,Late Registration,23,1:16:09
Kanye West,The Life of Pablo,20,1:06:00
Kanye West,My Beautiful Dark Twisted Fantasy,14,1:14:48
Kanye West,Through The Wire - Single,1,4:38
Kanye West,Yandhi,10,27:26:00
Kanye West,ye,7,23:44
Kanye West,Yeezus [Explicit Version],10,40:05:00
Kanye West,808s & Heartbreak,12,52:09:00
Kaskade,Automatic,14,53:16:00
Kaskade,I Remember,19,1:19:47
Kaskade,Lessons In Love (feat. Neon Trees) (Headhunter…,1,6:48
Kaskade,Never Sleep Alone - Single,1,3:44
Artist,Album,# Items,Total Time
Kaskade,Redux - EP,5,25:35:00
Kaskade,Whatever (feat. KOLAJ) [Remixes] - Single,3,14:29
Kat Dahlia,Money Party (feat. Polly A.) - Single,1,3:39
Kat DeLuna,Bum Bum (feat. Trey Songz) - Single,1,3:08
Kat DeLuna,What a Night - Single,1,3:05
Katy Perry,Con Calma (feat. Snow) [Remix] - Single,1,3:01
Katy Perry,Cozy Little Christmas - Single,1,3:03
Katy Perry,Cry About It Later - Single,1,2:39
Katy Perry,Dark Horse - Single (feat. Juicy J) - Single,1,4:31
Katy Perry,Electric - Single,1,3:14
Katy Perry,Harleys In Hawaii (KANDY Remix) - Single,1,2:45
Katy Perry,Harleys In Hawaii (Win and Woo Remix) - Single,1,3:26
Katy Perry,Katy Hudson,10,48:16:00
Katy Perry,Never Worn White - Single,1,3:45
Katy Perry,One of the Boys (Bonus Track Version),14,49:15:00
Katy Perry,Prism,13,48:33:00
Katy Perry,PRISM (Deluxe),16,1:01:41
Katy Perry,Small Talk - Single,1,2:42
Katy Perry,Small Talk (Lost Kings Remix) - Single,1,2:52
Katy Perry,Small Talk (White Panda Remix) - Single,1,3:12
Katy Perry,Smile,12,36:42:00
Katy Perry,Teenage Dream (Deluxe Edition),17,1:13:13
Katy Perry,This Is How We Do (feat. Riff Raff) - Single,1,3:24
Katy Perry,Witness,17,1:05:08
Keak da Sneak,Selfmade: The Album,7,19:33
Keke Palmer,Work Like You Love Me - Single,1,3:45
Kelis,Bossy (feat. Too $hort) - Single,1,4:34
Kelis,Food,13,50:11:00
Kelis,Kaleidoscope,14,1:01:37
Kelis,Kelis Was Here,18,1:12:10
Kelis,Milkshake - Single,1,3:07
Kelis,Rumble (Breach Remix),1,3:23
Kelis,Tasty,14,51:27:00
Artist,Album,# Items,Total Time
Kelis,Wanderland,14,1:02:59
Kelly Clarkson,Piece By Piece (Deluxe Version),16,1:01:53
Kelly Rowland,Forever & A Day - Single,1,3:35
Kendrick Lamar,The Blacker the Berry - Single,1,5:31
Kendrick Lamar,Compton State Of Mind,18,1:09:41
Kendrick Lamar,DAMN (Explicit Content),14,55:02:00
Kendrick Lamar,"Good Kid, M.A.A.D. City (Deluxe Edition)",18,1:35:54
Kendrick Lamar,i - Single,1,3:52
Kendrick Lamar,Reminiscing (Bootleg),17,1:17:53
Kendrick Lamar,Section.80,16,59:56:00
Kendrick Lamar,To Pimp a Butterfly,16,1:19:00
Kendrick Lamar,Untitled Unmastered,8,34:10:00
Kesha,High Road,15,48:43:00
Kevin Gates,Burn One (feat. Tree Thomas & Jay Ant) - Single,1,4:41
Kevin Gates,By Any Means,16,55:49:00
Kevin Gates,Islah (Deluxe),17,1:03:32
Kevin Gates,Only The Generals Part II,12,41:21:00
Keyshia Cole,Point Of No Return (Deluxe Edition),13,50:32:00
Keyshia Cole,She - Single,1,3:44
Keyshia Cole,The Way It Is,14,57:41:00
Khalid,American Teen,15,54:46:00
Khalid,Free Spirit,17,57:20:00
Khalid,Suncity,7,21:07
Kid 'n Play,Face the Nation,11,54:36:00
Kid 'n Play,Kid 'n Play's Funhouse,11,50:12:00
Kid 'N Play,2 Hype,11,44:07:00
Kid Arkade,Not Alone (feat. Josh Franceschi) [Tom Swoon R…,1,5:47
Kid Cudi,Indicud,18,1:10:54
Kid Cudi,KiD CuDi presents SATELLITE FLIGHT: The jour…,10,41:14:00
Kid Cudi,A Kid Named Cudi,16,46:33:00
Kid Cudi,Man On The Moon II: The Legend of Mr. Rager,18,1:04:58
Kid Cudi,Man On The Moon III: The Chosen,18,58:25:00
Kid Cudi,Man On The Moon: The End of Day,19,1:12:55
Artist,Album,# Items,Total Time
Kid Cudi,"Passion, Pain & Demon Slayin'",19,1:27:00
Kid Cudi,SATELLITE FLIGHT: The Journey To Mother Moon,10,41:14:00
Kid Cudi,Speedin Bullet 2 Heaven,26,1:31:36
Kid Ink,ALIVE,13,41:05:00
Kid Ink,Be Real (feat. DeJ Loaf) - Single [OTC Remix] -…,1,3:27
Kid Ink,Be Real (feat. DeJ Loaf) [Dance Remixes] - Single,3,10:47
Kid Ink,Be Real (feat. DeJ Loaf) [Vice & Justyle Remix] -…,1,3:52
Kid Ink,Body Language - Single,1,3:28
Kid Ink,Full Speed,15,50:52:00
Kid Ink,"Main Chick (Remix) (feat. Chris Brown, French…",1,5:09
Kid Ink,Money & The Power - Single,2,8:32
Kid Ink,My Own Lane,18,1:10:33
Kid Ink,"Show Me (Remix) (feat. Trey Songz, Juicy J, 2 C…",1,4:33
The Kid LAROI,F*CK LOVE,15,31:06:00
The Kid LAROI,F*CK LOVE (SAVAGE),22,47:57:00
The Kid LAROI,F*CK LOVE 3: OVER YOU,29,1:05:49
The Kid LAROI,Fade Away - Single,1,2:59
The Kid LAROI,Same Energy - Single,1,2:17
